Question_ID,Subject,Topic,Question_Type,Question,Option_A,Option_B,Option_C,Option_D,Option_E,Option_F,Option_G,Option_H,Correct_Answer,Explanation,Difficulty,LNA,Date_Added
VAS_003,Cardiovascular,Vascular Disease,SBA,"A 45-year-old woman presents to the emergency department with sudden-onset breathlessness, pleuritic chest pain, and haemoptysis. She returned from a long-haul flight 5 days ago. Her heart rate is 110 bpm, respiratory rate is 24/min, oxygen saturations are 92% on air, and blood pressure is 120/80 mmHg. Her two-level Wells score for pulmonary embolism is 7. What is the most appropriate next step?",Arrange a D-dimer test and await results before further action,Arrange urgent ventilation-perfusion (V/Q) scan,Give treatment-dose anticoagulation and arrange CT pulmonary angiography (CTPA),Give treatment-dose anticoagulation and arrange echocardiography,Start empirical antibiotics for pneumonia and observe,,,,C,"NICE NG158 recommends that in patients with a PE likely Wells score (>4 points), interim therapeutic anticoagulation should be started immediately and a CTPA arranged as the definitive imaging investigation. A D-dimer is only useful when the Wells score indicates PE is unlikely (4 points or fewer); if PE is likely, a negative D-dimer does not safely exclude PE. V/Q scanning is an alternative when CTPA is contraindicated (e.g., contrast allergy, severe renal impairment). Echocardiography may show right ventricular strain but is not diagnostic and is reserved for haemodynamically unstable patients where CTPA cannot be performed. Treating empirically for pneumonia without investigating for PE would be dangerous given the high clinical suspicion.",Medium,Yes,2026-03-15
VAS_004,Cardiovascular,Vascular Disease,SBA,"A 78-year-old man is brought to the emergency department by ambulance with sudden-onset severe abdominal pain radiating to the back. He is pale, sweaty, and confused. His blood pressure is 75/50 mmHg and heart rate is 125 bpm. On examination, there is a pulsatile, expansile mass in the abdomen. What is the most appropriate immediate management?",Arrange emergency CT angiography to confirm the diagnosis before any intervention,Commence aggressive intravenous fluid resuscitation to normalise blood pressure,Emergency transfer to theatre for surgical repair with permissive hypotension and activation of the major haemorrhage protocol,Obtain an urgent abdominal ultrasound to confirm aneurysm size,Start intravenous antibiotics for suspected intra-abdominal sepsis,,,,C,"This patient has a ruptured abdominal aortic aneurysm (rAAA) until proven otherwise, with the classic triad of sudden abdominal/back pain, hypotension, and a pulsatile abdominal mass. This is a surgical emergency requiring immediate transfer to theatre for open or endovascular repair. The major haemorrhage protocol should be activated and a permissive hypotension strategy adopted (target systolic BP 70-80 mmHg) to avoid disrupting any tamponading clot. Aggressive fluid resuscitation to normalise BP can worsen bleeding. CT angiography may be appropriate in haemodynamically stable patients with suspected rAAA, but this patient is in shock and should go directly to theatre. Ultrasound will not change management and wastes valuable time. Intra-abdominal sepsis does not present with a pulsatile mass and haemodynamic collapse of this nature.",Medium,Yes,2026-03-15
VAS_005,Cardiovascular,Vascular Disease,SBA,"A 32-year-old woman presents to her GP with a painful, swollen left calf. She started the combined oral contraceptive pill 3 months ago. Her two-level Wells score for DVT is 2. A D-dimer test is positive. What is the most appropriate next step?",Arrange a CT venogram,Arrange a proximal leg vein ultrasound,Start a direct oral anticoagulant and review in 1 week,Start low-molecular-weight heparin and repeat D-dimer in 48 hours,Reassure and advise compression stockings,,,,B,"NICE NG158 recommends that when a DVT is suspected and the Wells score indicates DVT is likely (2 points or more), a proximal leg vein ultrasound should be performed, ideally within 4 hours. If imaging cannot be performed within 4 hours, interim therapeutic anticoagulation should be given and the scan arranged within 24 hours. The positive D-dimer supports the need for imaging but does not confirm the diagnosis. Starting anticoagulation without imaging confirmation is premature when ultrasound is readily available. CT venography is not the standard first-line investigation for suspected DVT. Compression stockings alone are not recommended as treatment for DVT. LMWH may be given as interim treatment while awaiting imaging but repeating D-dimer in 48 hours is not part of the diagnostic pathway.",Medium,,2026-03-15
VAS_006,Cardiovascular,Vascular Disease,SBA,"A 55-year-old man with peripheral arterial disease presents with rest pain in his right foot that is worse at night and partially relieved by hanging his leg over the side of the bed. On examination, the foot is pale and cool with an ABPI of 0.3. There is a small area of dry gangrene on the tip of his second toe. What is this clinical presentation consistent with?",Acute limb ischaemia,Critical limb ischaemia,Diabetic neuropathy,Intermittent claudication,Raynaud phenomenon,,,,B,"Critical limb ischaemia (CLI) is defined by the presence of rest pain for more than 2 weeks, ulceration, or gangrene attributable to peripheral arterial disease. This patient has rest pain relieved by dependency (hanging the leg down increases hydrostatic pressure and perfusion), tissue loss (gangrene), and a severely reduced ABPI (<0.5). CLI requires urgent vascular referral as it carries a high risk of amputation without revascularisation. Intermittent claudication is exercise-induced pain that resolves with rest and does not involve tissue loss. Acute limb ischaemia presents with the 6 Ps (pain, pallor, pulselessness, paraesthesia, paralysis, perishingly cold) of sudden onset. Diabetic neuropathy may cause foot ulceration but typically presents with sensory loss rather than rest pain with positional relief. Raynaud phenomenon causes episodic digital colour changes in response to cold and does not typically cause gangrene in this pattern.",Easy,,2026-03-15
VAS_007,Cardiovascular,Vascular Disease,SBA,"A 60-year-old woman with confirmed proximal deep vein thrombosis is started on apixaban. She has no active cancer and this is her first episode of VTE, which was provoked by a recent knee replacement. According to NICE guidelines, what is the recommended duration of anticoagulation?",1 month,3 months,6 months,12 months,Lifelong anticoagulation,,,,B,"NICE NG158 recommends 3 months of anticoagulation for a provoked DVT or PE (i.e., one with an identifiable transient risk factor such as recent surgery, immobilisation, or oestrogen-containing therapy). After 3 months, the decision to continue should be reviewed. For unprovoked VTE, anticoagulation beyond 3 months should be considered, with ongoing risk-benefit assessment. In cancer-associated thrombosis, anticoagulation is typically continued for at least 3-6 months and often longer while the cancer is active. In this case, the DVT was provoked by surgery, so 3 months is the standard recommendation. One month is too short for proximal DVT. Six months and 12 months exceed the recommended duration for provoked VTE. Lifelong anticoagulation is not indicated for a first provoked episode.",Medium,,2026-03-15
VAS_008,Cardiovascular,Vascular Disease,SBA,"A 42-year-old woman presents to the emergency department with sudden-onset breathlessness, chest pain, and syncope. Her blood pressure is 70/40 mmHg, heart rate is 130 bpm, and oxygen saturations are 85% on 15 L/min oxygen via a non-rebreather mask. ECG shows sinus tachycardia with right axis deviation and S1Q3T3 pattern. Bedside echocardiography shows a dilated right ventricle with interventricular septal bowing. CTPA cannot be performed due to haemodynamic instability. What is the most appropriate immediate management?",Arrange urgent surgical embolectomy,Commence intravenous unfractionated heparin and arrange inferior vena cava filter insertion,Give intravenous alteplase (systemic thrombolysis) and commence unfractionated heparin,Give intravenous fluid bolus and start noradrenaline infusion,Start treatment-dose LMWH and arrange CTPA when haemodynamically stable,,,,C,"This patient has massive (high-risk) pulmonary embolism with haemodynamic compromise (systolic BP <90 mmHg, tachycardia, syncope) and echocardiographic evidence of right ventricular dysfunction. NICE NG158 and ESC guidelines recommend systemic thrombolysis (e.g., alteplase 50 mg IV bolus or 100 mg over 2 hours) as the first-line treatment for massive PE with haemodynamic instability, followed by intravenous unfractionated heparin. The diagnosis can be made clinically with echocardiographic support when CTPA cannot be safely performed due to instability. Surgical embolectomy or catheter-directed therapy may be considered if thrombolysis fails or is contraindicated, but it is not first-line. IV fluids should be given cautiously (250 mL bolus) as excessive fluid loading worsens right ventricular distension. Waiting until the patient is stable for CTPA risks cardiac arrest. An IVC filter does not treat the existing PE and is not indicated as primary management.",Hard,,2026-03-15
VAS_009,Cardiovascular,Vascular Disease,SBA,"A 38-year-old woman presents to her GP with bilateral aching, heavy legs that worsen after prolonged standing and improve with elevation. She has visible tortuous varicose veins affecting both legs. She has no skin changes, ulceration, or history of deep vein thrombosis. She is troubled by the cosmetic appearance and mild discomfort but her daily activities are not significantly affected. According to NICE guidelines, what is the most appropriate management?",Advise compression stockings as first-line treatment,Arrange duplex ultrasound and refer to vascular services,Reassure and advise lifestyle measures including weight loss and exercise,Refer for foam sclerotherapy,Trial of horse chestnut seed extract and review in 3 months,,,,B,"NICE CG168 recommends that patients with symptomatic primary varicose veins should be referred to a vascular service for assessment. A duplex ultrasound is arranged to assess for saphenofemoral or saphenopopliteal junction incompetence and to plan any intervention. Importantly, NICE states that compression stockings should NOT be offered as a treatment for varicose veins — they are only used while awaiting intervention or if intervention is declined. Lifestyle measures alone are insufficient for symptomatic varicose veins. The choice of intervention (endothermal ablation, foam sclerotherapy, or surgery) should be determined by the vascular service after imaging assessment, not arranged directly by the GP. Horse chestnut seed extract has limited evidence and is not recommended by NICE.",Medium,,2026-03-15
VAS_010,Cardiovascular,Vascular Disease,SBA,"A 66-year-old man with a known 6.0 cm infrarenal abdominal aortic aneurysm, currently awaiting elective repair, presents to the emergency department with sudden-onset severe left flank pain. He is alert and orientated. His blood pressure is 135/82 mmHg, heart rate is 95 bpm, and he has diffuse abdominal tenderness with a pulsatile mass. He is haemodynamically stable. CT angiography confirms a contained retroperitoneal leak from his AAA. What is the most appropriate management?",Admit to HDU for close monitoring and arrange semi-urgent surgical repair within 48 hours,Commence aggressive IV fluid resuscitation to maintain systolic BP above 120 mmHg and arrange urgent repair,Immediate emergency transfer to theatre for surgical repair with permissive hypotension,"Manage conservatively with bed rest, analgesia, and repeat CT in 24 hours",Start IV tranexamic acid and arrange interventional radiology embolisation,,,,C,"A contained retroperitoneal leak from an AAA is a ruptured AAA that is temporarily tamponaded by the retroperitoneal tissues. Although this patient is currently haemodynamically stable, a contained leak can convert to free rupture at any time, leading to rapid cardiovascular collapse and death. Emergency surgical repair (open or endovascular, depending on anatomy and local expertise) is required immediately. A permissive hypotension strategy (target systolic BP 70-80 mmHg) should be adopted to avoid disrupting the tamponading clot — aggressive fluid resuscitation to maintain a normal BP is harmful in this context as it increases transmural pressure and risks converting a contained leak to free rupture. Waiting 48 hours, monitoring conservatively, or repeating imaging are all inappropriate given the life-threatening nature of the condition. Tranexamic acid and embolisation are not standard management for ruptured AAA.",Hard,,2026-03-15
OCV_001,Cardiovascular,Other Cardiovascular,SBA,"A 28-year-old man presents to the emergency department with sharp central chest pain that is worse on inspiration and when lying flat, and relieved by sitting forward. He had a viral upper respiratory tract infection 10 days ago. His ECG shows widespread concave ST elevation with PR depression. Troponin is mildly elevated. What is the most likely diagnosis?",Acute myocardial infarction,Acute pericarditis,Costochondritis,Myocarditis,Pulmonary embolism,,,,B,"This presentation is classic for acute pericarditis: sharp pleuritic chest pain worsened by lying flat and relieved by sitting forward, preceded by a viral illness, with widespread concave (saddle-shaped) ST elevation and PR depression on ECG. A mild troponin rise can occur in pericarditis due to epicardial inflammation (myopericarditis). Acute MI typically shows convex ST elevation in a territorial distribution with reciprocal changes. Myocarditis presents with chest pain and troponin rise but does not classically cause the positional pain or the widespread ST/PR changes seen here. Costochondritis causes reproducible chest wall tenderness without ECG changes. PE causes pleuritic pain but would show sinus tachycardia, right heart strain, or S1Q3T3 rather than widespread ST elevation.",Easy,,2026-03-15
OCV_002,Cardiovascular,Other Cardiovascular,SBA,"A 35-year-old woman presents with a 2-week history of progressive breathlessness and orthopnoea following a recent flu-like illness. Examination reveals a tachycardia of 110 bpm, raised JVP, bibasal crepitations, and bilateral ankle oedema. ECG shows sinus tachycardia with low-voltage QRS complexes. Echocardiography shows a globally dilated left ventricle with an ejection fraction of 25% and a moderate pericardial effusion. What is the most likely diagnosis?",Acute pericarditis with tamponade,Dilated cardiomyopathy,Myocarditis,Peripartum cardiomyopathy,Takotsubo cardiomyopathy,,,,C,"Myocarditis is inflammation of the myocardium, most commonly caused by viral infection (Coxsackie B, adenovirus, parvovirus B19). It typically presents in young adults following a viral prodrome with symptoms of heart failure (breathlessness, orthopnoea, oedema) due to impaired ventricular function. Echocardiography shows a globally dilated, poorly contracting ventricle, and a pericardial effusion may coexist. Dilated cardiomyopathy has a similar appearance but typically presents insidiously without a preceding viral illness. Peripartum cardiomyopathy occurs in the last month of pregnancy or within 5 months postpartum, which does not fit this scenario. Takotsubo cardiomyopathy follows emotional or physical stress and shows regional wall motion abnormalities (apical ballooning) rather than global dilation. Acute pericarditis with tamponade would show a large effusion with diastolic collapse of the right ventricle, not global LV dilation with reduced EF.",Medium,,2026-03-15
OCV_003,Cardiovascular,Other Cardiovascular,SBA,"A 22-year-old university student collapses during a football match and is found to be in cardiac arrest. He is successfully resuscitated. He has no previous medical history but his older brother died suddenly aged 19 during exercise. Echocardiography shows asymmetric septal hypertrophy with a septal thickness of 18 mm, systolic anterior motion of the mitral valve, and left ventricular outflow tract obstruction. What is the most likely underlying diagnosis?",Arrhythmogenic right ventricular cardiomyopathy,Athlete's heart,Dilated cardiomyopathy,Hypertensive cardiomyopathy,Hypertrophic cardiomyopathy,,,,E,"Hypertrophic cardiomyopathy (HCM) is the most common cause of sudden cardiac death in young athletes. It is an autosomal dominant condition caused by mutations in sarcomere protein genes. Key echocardiographic findings include asymmetric septal hypertrophy (septum ≥15 mm in adults), systolic anterior motion (SAM) of the mitral valve, and dynamic left ventricular outflow tract (LVOT) obstruction. The family history of sudden death in a young relative is highly suggestive. Athlete's heart causes mild symmetric hypertrophy that regresses with deconditioning and does not cause LVOT obstruction. Dilated cardiomyopathy causes ventricular dilation with reduced function, not hypertrophy. Hypertensive cardiomyopathy causes concentric (symmetric) LVH and is unlikely in a 22-year-old. ARVC primarily affects the right ventricle with fibrofatty replacement and presents with ventricular arrhythmias.",Easy,,2026-03-15
OCV_004,Cardiovascular,Other Cardiovascular,SBA,"A 28-year-old man with known acute pericarditis returns to the emergency department 5 days after diagnosis with worsening breathlessness. On examination, his blood pressure is 85/60 mmHg with a pulsus paradoxus of 15 mmHg, heart rate is 120 bpm, and JVP is markedly elevated. Heart sounds are quiet. ECG shows low-voltage QRS complexes with electrical alternans. What is the most appropriate immediate management?",Emergency pericardiocentesis,High-dose intravenous colchicine,Intravenous dobutamine and fluid resuscitation,Intravenous furosemide 80 mg,Urgent cardiothoracic referral for pericardiectomy,,,,A,"This patient has cardiac tamponade complicating pericarditis, evidenced by Beck's triad (hypotension, raised JVP, muffled heart sounds), pulsus paradoxus (>10 mmHg drop in systolic BP during inspiration), and electrical alternans on ECG (alternating QRS amplitude due to the heart swinging within the effusion). Cardiac tamponade is a medical emergency requiring urgent pericardiocentesis to drain the fluid and relieve pressure on the heart. Intravenous fluids may provide temporary haemodynamic support while arranging drainage, but dobutamine alone is insufficient. Diuretics (furosemide) are contraindicated as they reduce preload, which worsens tamponade physiology. Colchicine treats pericarditis but does not address the acute haemodynamic compromise. Pericardiectomy is reserved for recurrent or constrictive pericarditis, not acute tamponade where percutaneous drainage is the first-line intervention.",Medium,Yes,2026-03-15
OCV_005,Cardiovascular,Other Cardiovascular,SBA,"A 70-year-old woman with no significant past medical history collapses in the supermarket. Witnesses describe a brief loss of consciousness lasting approximately 30 seconds with no preceding symptoms. She recovered spontaneously with no confusion or incontinence. On assessment in the emergency department, she is well with a blood pressure of 145/85 mmHg and heart rate of 72 bpm. ECG shows sinus rhythm with a bifascicular block (right bundle branch block and left anterior hemiblock). What is the most appropriate next step?",24-hour ambulatory ECG monitoring and cardiology referral,CT head to exclude intracranial pathology,Discharge with advice to return if symptoms recur,Reassure and arrange a tilt-table test,Start beta-blocker therapy and arrange outpatient follow-up,,,,A,"This presentation is concerning for cardiac syncope. The key red flags are: syncope with no prodromal symptoms (suggesting a cardiac rather than vasovagal cause), elderly age, and ECG showing bifascicular block (RBBB + left anterior hemiblock), which suggests underlying conduction disease that may progress to complete heart block. According to ESC syncope guidelines, patients with unexplained syncope and ECG conduction abnormalities require further investigation with ambulatory ECG monitoring (to detect intermittent high-grade AV block) and cardiology referral. A tilt-table test is used to investigate suspected reflex (vasovagal) syncope, which is less likely given the absence of a prodrome and the abnormal ECG. CT head is indicated if there are focal neurological signs or head injury. Discharge without investigation would be unsafe. Beta-blockers are not indicated and could worsen conduction disease.",Medium,Yes,2026-03-15
OCV_006,Cardiovascular,Other Cardiovascular,SBA,"A 58-year-old man with type 2 diabetes and hypertension attends his GP for a cardiovascular risk assessment. He has never had a cardiovascular event. His QRISK3 score is calculated at 12%. His total cholesterol is 5.8 mmol/L and LDL cholesterol is 3.5 mmol/L. He is a non-smoker. According to NICE guidelines, what is the most appropriate lipid management?",Advise lifestyle modification only and reassess in 12 months,Offer atorvastatin 20 mg daily,Offer atorvastatin 80 mg daily,Offer ezetimibe 10 mg daily,Offer rosuvastatin 10 mg daily,,,,B,"NICE CG181 recommends offering atorvastatin 20 mg daily for primary prevention of cardiovascular disease in patients with a QRISK3 score of 10% or more over 10 years. This should be offered alongside lifestyle advice on diet, exercise, smoking cessation, and alcohol reduction. Atorvastatin 80 mg is the recommended dose for secondary prevention (i.e., patients with established CVD), not primary prevention. Ezetimibe may be added if statins alone do not achieve adequate lipid reduction, but it is not first-line monotherapy for primary prevention. Rosuvastatin is not the first-line statin recommended by NICE for primary prevention. Lifestyle modification alone would be appropriate if the QRISK3 score were below 10%, but at 12% a statin should be offered.",Easy,,2026-03-15
OCV_007,Cardiovascular,Other Cardiovascular,SBA,"A 45-year-old woman presents to her GP after two episodes of transient loss of consciousness over the past month. Both occurred while standing in a warm, crowded environment. She experienced a prodrome of nausea, light-headedness, and visual greying before losing consciousness for approximately 15 seconds, followed by rapid recovery. There is no family history of cardiac disease. Physical examination and resting ECG are normal. What is the most appropriate initial management?",Arrange 24-hour Holter monitoring,Arrange echocardiography,Arrange implantable loop recorder insertion,Arrange tilt-table testing,"Reassure, provide education on vasovagal syncope, and advise on trigger avoidance and counterpressure manoeuvres",,,,E,"This is a classic vasovagal (reflex) syncope presentation: identifiable trigger (warm, crowded environment), clear prodrome (nausea, light-headedness, visual greying), brief loss of consciousness, and rapid recovery. The patient is young with no cardiac history, no family history of sudden death, and a normal ECG. According to ESC syncope guidelines and NICE CG109, when the diagnosis of vasovagal syncope is clinically certain based on history, no further investigation is required. Management involves reassurance, education about the benign nature, trigger avoidance, maintaining hydration and salt intake, and counterpressure manoeuvres (leg crossing, hand gripping, squatting) when a prodrome is felt. Tilt-table testing may be considered if the diagnosis is uncertain or if syncope is recurrent and significantly impacts quality of life, but it is not first-line when the history is diagnostic. Holter monitoring and echocardiography are warranted when cardiac syncope is suspected. An implantable loop recorder is reserved for unexplained recurrent syncope.",Medium,,2026-03-15
OCV_008,Cardiovascular,Other Cardiovascular,SBA,"A 50-year-old man with a family history of premature coronary artery disease (father had MI at age 42) presents to his GP. On examination, he has bilateral corneal arcus and tendon xanthomata on his Achilles tendons. His fasting lipid profile shows a total cholesterol of 9.2 mmol/L and LDL cholesterol of 7.1 mmol/L. What is the most likely diagnosis and appropriate management?",Familial combined hyperlipidaemia; start atorvastatin 20 mg,Familial hypercholesterolaemia; refer to specialist lipid clinic and start high-intensity statin,Metabolic syndrome; lifestyle modification and atorvastatin 20 mg,Secondary hyperlipidaemia due to hypothyroidism; check thyroid function first,Type III hyperlipoproteinaemia; start fibrate therapy,,,,B,"The combination of markedly elevated LDL cholesterol (>5 mmol/L), tendon xanthomata, corneal arcus, and a family history of premature coronary artery disease is pathognomonic for familial hypercholesterolaemia (FH). NICE CG71 recommends using the Simon Broome or Dutch Lipid Clinic Network criteria to diagnose FH. Patients should be referred to a specialist lipid clinic for confirmation, genetic testing, and cascade screening of relatives. Management includes a high-intensity statin (atorvastatin 80 mg or rosuvastatin 20-40 mg), aiming for at least a 50% reduction in LDL. Atorvastatin 20 mg is the primary prevention dose and would be insufficient for FH. Familial combined hyperlipidaemia elevates both cholesterol and triglycerides but does not typically cause tendon xanthomata. While hypothyroidism should be excluded as a secondary cause, the clinical features strongly suggest FH as the primary diagnosis. Type III hyperlipoproteinaemia causes palmar xanthomata and elevated triglycerides.",Medium,,2026-03-15
OCV_009,Cardiovascular,Other Cardiovascular,SBA,"A 62-year-old man with dilated cardiomyopathy and an ejection fraction of 20% is being managed with ramipril, bisoprolol, spironolactone, and dapagliflozin. He presents with recurrent episodes of sustained ventricular tachycardia. He has already had one episode of cardiac arrest requiring defibrillation. What is the most appropriate next step in his management?",Add amiodarone and continue medical management,Add ivabradine to optimise heart rate control,Arrange cardiac resynchronisation therapy (CRT),Refer for heart transplant assessment,Refer for implantable cardioverter-defibrillator (ICD) insertion,,,,E,"This patient has survived a cardiac arrest due to ventricular tachycardia in the context of severe dilated cardiomyopathy (EF 20%). He has a clear indication for secondary prevention ICD implantation. NICE TA314 recommends ICDs for secondary prevention in patients who have survived a cardiac arrest caused by ventricular tachycardia or ventricular fibrillation, or who have sustained VT causing syncope or significant haemodynamic compromise with an EF ≤35%. The ICD provides reliable protection against sudden cardiac death by detecting and terminating life-threatening arrhythmias. Amiodarone may be used as an adjunct to reduce arrhythmia burden but is not a substitute for an ICD in secondary prevention. CRT is indicated for patients with heart failure, reduced EF, and a wide QRS (≥120 ms with LBBB morphology), which is not described here. Ivabradine reduces heart rate but does not address the arrhythmia risk. Heart transplant assessment may be considered but does not address the immediate risk of sudden death.",Hard,,2026-03-15
OCV_010,Cardiovascular,Other Cardiovascular,SBA,"A 72-year-old woman is admitted with acute chest pain. Initial investigations show a moderately elevated troponin, but coronary angiography reveals unobstructed coronary arteries. Echocardiography shows apical ballooning with akinesis of the mid and apical segments and preserved basal function. The ejection fraction is 35%. She reports that her husband died unexpectedly two days ago. What is the most likely diagnosis?",Acute myocarditis,Acute pericarditis,Hypertrophic cardiomyopathy with outflow tract obstruction,Non-ST elevation myocardial infarction with spontaneous reperfusion,Takotsubo cardiomyopathy,,,,E,"Takotsubo cardiomyopathy (stress cardiomyopathy or broken heart syndrome) is triggered by intense emotional or physical stress and mimics an acute coronary syndrome with chest pain, troponin elevation, and ECG changes. The hallmark is transient apical ballooning with mid-to-apical akinesis and preserved basal function on echocardiography, in the absence of obstructive coronary artery disease. It predominantly affects postmenopausal women. The severe emotional trigger (sudden bereavement) and the characteristic apical ballooning pattern with unobstructed coronaries make this the most likely diagnosis. Acute myocarditis shows global rather than apical wall motion abnormalities. NSTEMI with spontaneous reperfusion would typically show a culprit lesion or evidence of plaque disruption on angiography. Pericarditis causes diffuse ST changes without regional wall motion abnormalities. HCM would show asymmetric septal hypertrophy, not apical ballooning.",Hard,,2026-03-15
OCV_011,Cardiovascular,Other Cardiovascular,SBA,"A 48-year-old man is referred to cardiology after an echocardiogram performed for breathlessness reveals a dilated left ventricle with an ejection fraction of 30% and global hypokinesis. He has no history of ischaemic heart disease, valvular disease, or hypertension. He drinks approximately 50 units of alcohol per week and has done so for 15 years. Coronary angiography shows unobstructed coronary arteries. What is the most likely diagnosis?",Arrhythmogenic right ventricular cardiomyopathy,Alcoholic cardiomyopathy,Hypertrophic cardiomyopathy with burnt-out phase,Idiopathic dilated cardiomyopathy,Peripartum cardiomyopathy,,,,B,"Alcoholic cardiomyopathy is a form of dilated cardiomyopathy caused by chronic heavy alcohol consumption, typically more than 80 g/day (approximately 70-80 units/week) sustained over many years, though lower levels of consumption can cause myocardial damage. It presents with a dilated left ventricle, global hypokinesis, and reduced ejection fraction, with normal coronary arteries excluding ischaemic cardiomyopathy. This patient's heavy alcohol intake (50 units/week for 15 years) is the most likely cause. The cornerstone of management is complete alcohol abstinence, which can lead to significant improvement in ventricular function, alongside standard heart failure therapy. Idiopathic dilated cardiomyopathy is a diagnosis of exclusion — it cannot be diagnosed when a clear secondary cause (alcohol) is present. ARVC primarily affects the right ventricle. HCM in its end-stage ('burnt-out') phase can resemble DCM but is rare and there is no prior history of hypertrophy. Peripartum cardiomyopathy occurs in women around the time of delivery.",Medium,,2026-03-15
