Question_ID,Subject,Topic,Question_Type,Question,Option_A,Option_B,Option_C,Option_D,Option_E,Option_F,Option_G,Option_H,Correct_Answer,Explanation,Difficulty,LNA,Date_Added
HEP_009,Gastroenterology,Hepatology,SBA,"A 42-year-old man who drinks approximately 50 units of alcohol per week presents with jaundice, tender hepatomegaly, and fever. His blood tests show: bilirubin 120 umol/L, AST 210 IU/L, ALT 85 IU/L, ALP 150 IU/L, GGT 620 IU/L, albumin 28 g/L, INR 1.8, WCC 15 × 10⁹/L. His Maddrey discriminant function is calculated as 42. What does this score indicate and what is the most appropriate treatment?",Maddrey's <32 — no specific treatment beyond supportive care,Maddrey's >=32 — consider prednisolone 40 mg daily for 28 days if no contraindications,Maddrey's >=32 — start azathioprine immediately,Maddrey's >=32 — start N-acetylcysteine as definitive treatment,Maddrey's score is not relevant in alcoholic hepatitis,,,,B,"The Maddrey discriminant function (DF) is used to assess severity and guide treatment in alcoholic hepatitis. It is calculated as: 4.6 × (patient's PT − control PT) + bilirubin (umol/L ÷ 17). A DF >=32 indicates severe alcoholic hepatitis with significant short-term mortality (approximately 35-50% at 28 days without treatment). BSG and EASL guidelines recommend considering oral prednisolone 40 mg daily for 28 days (with a 7-day taper) for patients with a Maddrey DF >=32, provided there are no contraindications (active GI bleeding, uncontrolled sepsis, renal failure). The Lille score is assessed at day 7 to determine whether the patient is responding to steroids. Note the characteristic LFT pattern in alcoholic hepatitis: AST:ALT ratio >2:1, markedly raised GGT, raised bilirubin, and low albumin/raised INR (poor synthetic function). NAC may be used as adjunct therapy but is not definitive. Azathioprine has no role in alcoholic hepatitis.",Medium,No,2026-03-18
HEP_010,Gastroenterology,Hepatology,SBA,"A 30-year-old woman presents with fatigue, arthralgia, and jaundice. She has no history of alcohol excess or drug use. Blood tests show: ALT 850 IU/L, AST 620 IU/L, ALP 110 IU/L, bilirubin 85 umol/L, IgG 28 g/L (normal 6-16), and positive anti-smooth muscle antibodies (SMA). Viral hepatitis screen is negative. What is the most likely diagnosis?",Alcoholic hepatitis,Autoimmune hepatitis,Drug-induced liver injury,Primary biliary cholangitis,Wilson's disease,,,,B,"The clinical features — a young woman with a hepatitic LFT pattern (markedly raised ALT and AST with relatively normal ALP), raised IgG, positive anti-smooth muscle antibodies (SMA), negative viral screen, and extrahepatic features (arthralgia) — are characteristic of autoimmune hepatitis (AIH). AIH is more common in women and can present at any age. Other associated autoantibodies include anti-nuclear antibody (ANA) and anti-LKM-1 (more common in children/young adults). Liver biopsy typically shows interface hepatitis with plasma cell infiltration. Treatment is with corticosteroids (prednisolone) for induction followed by azathioprine as a steroid-sparing maintenance agent. PBC would show a cholestatic pattern with AMA positivity. Alcoholic hepatitis has an AST:ALT ratio >2:1 and typically occurs in heavy drinkers. Wilson's disease should be considered (caeruloplasmin level) but positive SMA and raised IgG strongly favour AIH.",Medium,No,2026-03-18
HEP_011,Gastroenterology,Hepatology,SBA,"A GP discovers the following liver function test results in a 25-year-old man who presented for a routine health check: bilirubin 42 umol/L (normal <21), ALT 22 IU/L, ALP 78 IU/L, albumin 42 g/L. His FBC and reticulocyte count are normal. The bilirubin is predominantly unconjugated. He feels well and has no symptoms. What is the most likely diagnosis?",Crigler-Najjar syndrome,Drug-induced hepatitis,Gilbert syndrome,Haemolytic anaemia,Hepatitis B infection,,,,C,"Gilbert syndrome is the most common cause of isolated unconjugated hyperbilirubinaemia in an otherwise well young person with normal liver function tests and no evidence of haemolysis (normal FBC and reticulocyte count). It affects approximately 5-10% of the population and is caused by reduced activity of UDP-glucuronosyltransferase (UGT1A1) enzyme responsible for bilirubin conjugation. Bilirubin levels typically fluctuate and may rise during fasting, illness, stress, or dehydration. Gilbert syndrome is benign and requires no treatment — simply reassurance. Haemolytic anaemia causes unconjugated hyperbilirubinaemia but would show raised reticulocytes and anaemia. Crigler-Najjar syndrome is much rarer and presents in neonates/infancy with very high bilirubin levels. Hepatitis B and drug-induced hepatitis would cause raised transaminases. No further investigation is typically needed once the pattern is recognised.",Easy,No,2026-03-18
HEP_012,Gastroenterology,Hepatology,SBA,"A 60-year-old man with known liver cirrhosis secondary to hepatitis C undergoes 6-monthly surveillance. An ultrasound shows a 2.5 cm hypoechoic lesion in the right lobe of the liver. His alpha-fetoprotein (AFP) is elevated at 350 ng/mL (normal <10). What is the most likely diagnosis and next step?",Benign liver haemangioma — repeat ultrasound in 6 months,Focal nodular hyperplasia — no further action,Hepatocellular carcinoma — arrange multiphase CT or MRI liver and discuss at hepatobiliary MDT,Liver abscess — start IV antibiotics,Metastatic colorectal cancer — arrange colonoscopy,,,,C,"In a patient with liver cirrhosis, a new liver lesion with elevated AFP is highly suspicious for hepatocellular carcinoma (HCC). Cirrhosis (from any cause — hepatitis B/C, alcohol, NAFLD) is the major risk factor for HCC. NICE NG50 and EASL/AASLD guidelines recommend 6-monthly ultrasound surveillance ± AFP for patients with cirrhosis to detect HCC early. When a suspicious lesion is found, the next step is multiphase contrast-enhanced CT or MRI liver. HCC has a characteristic arterial enhancement pattern with washout in the portal venous/delayed phases. The case should be discussed at the hepatobiliary MDT for staging (Barcelona Clinic Liver Cancer staging) and treatment planning (options include resection, transplantation, ablation, TACE, or sorafenib depending on stage). Haemangiomas and FNH would not cause elevated AFP. A liver abscess presents with fever and sepsis. Metastatic disease is less likely than primary HCC in a cirrhotic liver with raised AFP.",Medium,No,2026-03-18
HEP_013,Gastroenterology,Hepatology,SBA,"A 52-year-old obese woman (BMI 38) with type 2 diabetes and hyperlipidaemia is found to have persistently elevated ALT (65 IU/L) on two occasions 3 months apart. She does not drink alcohol. Hepatitis B and C serology are negative. Autoimmune screen is negative. An ultrasound shows a bright echogenic liver consistent with hepatic steatosis. What is the most likely diagnosis and the most important management strategy?",Alcoholic fatty liver disease — advise alcohol reduction,Autoimmune hepatitis — start prednisolone,Drug-induced liver injury — stop statins,Non-alcoholic fatty liver disease (NAFLD/MASLD) — weight loss through diet and exercise,Primary biliary cholangitis — start ursodeoxycholic acid,,,,D,"This patient has metabolic-associated steatotic liver disease (MASLD, formerly NAFLD/NASH): she has metabolic risk factors (obesity, type 2 diabetes, hyperlipidaemia), persistently elevated ALT, ultrasound evidence of steatosis, and other causes of liver disease have been excluded. NICE NG49 recommends that the most important management is weight loss through dietary modification and increased physical activity — a weight loss of 7-10% of body weight can improve steatohepatitis and even fibrosis. NAFLD/MASLD is now the most common cause of chronic liver disease in the UK. The enhanced liver fibrosis (ELF) test or FIB-4 score should be used to assess for fibrosis and identify patients who need hepatology referral. There are currently no licensed pharmacological therapies specifically for NAFLD, although pioglitazone and vitamin E have been studied. Statins should NOT be stopped — they are safe in NAFLD and indicated for her cardiovascular risk. Alcohol, autoimmune, and PBC have been excluded.",Easy,No,2026-03-18
PB_001,Gastroenterology,Pancreatic and Biliary,SBA,"A 48-year-old woman presents to the emergency department with sudden-onset severe epigastric pain radiating to her back, associated with nausea and vomiting. She drinks approximately 30 units of alcohol per week. Blood tests show: amylase 1,850 U/L (normal <100), WCC 14.2 × 10⁹/L, CRP 95 mg/L, glucose 12.5 mmol/L, LDH 450 U/L, AST 280 U/L, calcium 1.85 mmol/L, urea 18 mmol/L, PaO2 7.2 kPa. Using the modified Glasgow (Imrie) criteria, how many criteria does this patient meet and what does this indicate about severity?",She meets 2 criteria — this is mild pancreatitis and she can be managed conservatively on a general ward,She meets 3 or more criteria — this is predicted severe pancreatitis requiring HDU/ICU monitoring and aggressive fluid resuscitation,She meets 1 criterion — this is mild pancreatitis requiring no further monitoring,The Glasgow criteria cannot be applied within the first 48 hours,The amylase alone confirms severe disease — scoring systems are not needed,,,,,B,"The modified Glasgow (Imrie) criteria predict severity in acute pancreatitis. The mnemonic PANCREAS helps recall: PaO2 <8 kPa (YES — 7.2), Age >55 (NO — 48), Neutrophils/WCC >15 (NO — 14.2), Calcium <2 mmol/L (YES — 1.85), Renal function urea >16 (YES — 18), Enzymes LDH >600 or AST >200 (YES — AST 280), Albumin <32 (not given — assume no), Sugar/glucose >10 (YES — 12.5). She meets at least 5 criteria. A score of ≥3 within 48 hours of onset predicts severe pancreatitis, which carries significant morbidity and mortality. This patient requires HDU/ICU-level care, aggressive IV fluid resuscitation, regular monitoring of organ function, and consideration of CT pancreas if she deteriorates. The Glasgow criteria are specifically designed for use within the first 48 hours. Amylase level does not correlate with severity — a very high amylase does not necessarily mean severe disease.",Medium,Yes,2026-03-18
PB_002,Gastroenterology,Pancreatic and Biliary,SBA,"A 55-year-old woman presents with right upper quadrant pain, fever (38.8°C), and jaundice. She has been vomiting and appears systemically unwell with a heart rate of 110 bpm and blood pressure of 95/60 mmHg. Blood tests show: bilirubin 85 μmol/L, ALP 420 U/L, WCC 18.5 × 10⁹/L, CRP 210 mg/L. What is the most likely diagnosis?",Acute cholangitis,Acute cholecystitis,Biliary colic,Hepatitis A infection,Pancreatic head carcinoma,,,,,A,"This patient presents with Charcot triad: right upper quadrant pain, fever, and jaundice — the classic presentation of acute cholangitis (infection of the biliary tree, usually caused by common bile duct obstruction from gallstones). The presence of tachycardia and hypotension adds haemodynamic compromise, forming Reynolds pentad (Charcot triad + confusion + shock), which indicates suppurative cholangitis — a life-threatening emergency requiring urgent resuscitation, IV antibiotics, and emergency biliary decompression (usually via ERCP). The cholestatic blood picture (raised bilirubin and ALP) with raised inflammatory markers supports biliary obstruction with infection. Acute cholecystitis causes RUQ pain and fever but typically does not cause jaundice unless there is concurrent bile duct obstruction. Biliary colic is intermittent RUQ pain without fever or jaundice. Hepatitis causes jaundice but with a hepatitic (transaminase-predominant) pattern and typically without the acute surgical presentation. Pancreatic head carcinoma causes painless obstructive jaundice.",Easy,No,2026-03-18
PB_003,Gastroenterology,Pancreatic and Biliary,SBA,"A 42-year-old woman presents with intermittent right upper quadrant pain after eating fatty meals. The pain typically lasts 1-3 hours and then resolves completely. She is afebrile and non-jaundiced. Abdominal examination is unremarkable between episodes. An abdominal ultrasound shows multiple gallstones in the gallbladder with no bile duct dilatation. Liver function tests are normal. What is the most appropriate management?",Emergency cholecystectomy within 24 hours,ERCP to clear the bile duct,Elective laparoscopic cholecystectomy,Ursodeoxycholic acid to dissolve the gallstones,Watchful waiting — no treatment is needed unless complications develop,,,,,C,"This patient has symptomatic gallstone disease presenting as biliary colic — episodic RUQ pain triggered by fatty food, lasting <6 hours, with complete resolution between episodes. NICE NG104 recommends elective laparoscopic cholecystectomy for patients with symptomatic gallstones. Surgery is offered because once gallstones become symptomatic, there is a significant risk of complications (acute cholecystitis, pancreatitis, cholangitis). Emergency cholecystectomy is reserved for acute cholecystitis (within 1 week of presentation per NICE guidelines). ERCP is indicated for bile duct stones but this patient has normal LFTs and no duct dilatation, so duct stones are unlikely. Ursodeoxycholic acid has very limited efficacy — it only works on small cholesterol stones, takes months, and stones frequently recur after stopping. It is not recommended as standard treatment. Watchful waiting would be appropriate for incidentally found asymptomatic gallstones, but this patient is symptomatic.",Easy,No,2026-03-18
PB_004,Gastroenterology,Pancreatic and Biliary,SBA,"A 62-year-old man presents with painless progressive jaundice over 3 weeks. He has noticed dark urine, pale stools, and generalised pruritus. He has lost 8 kg in weight over 2 months. On examination, a smooth non-tender mass is palpable in the right upper quadrant below the liver edge. Blood tests show: bilirubin 180 μmol/L, ALP 650 U/L, GGT 380 U/L, ALT 55 U/L. What does the palpable mass most likely represent and what is the most likely underlying diagnosis?",Enlarged gallbladder due to gallstone obstruction of the cystic duct (mucocoele),Hepatomegaly from metastatic liver disease,Palpable gallbladder secondary to pancreatic head carcinoma obstructing the common bile duct (Courvoisier sign),Right kidney mass causing extrinsic bile duct compression,Splenic enlargement from portal hypertension,,,,,C,"This is a classic presentation of Courvoisier sign (law): painless obstructive jaundice with a palpable gallbladder suggests the obstruction is NOT caused by gallstones (which cause chronic inflammation and fibrosis of the gallbladder wall, preventing distension) but rather by an extrinsic malignant compression — most commonly pancreatic head carcinoma. The clinical picture is textbook: painless progressive jaundice, weight loss, dark urine and pale stools (obstructive pattern), pruritus (from bile salt deposition), and a cholestatic LFT pattern (markedly raised ALP and GGT with disproportionately raised bilirubin and only mildly elevated ALT). Investigation should proceed with CT pancreas (pancreatic protocol) as the initial imaging modality. A gallstone mucocoele causes a palpable gallbladder but does not typically cause obstructive jaundice. Hepatomegaly would be felt as an enlarged liver edge, not a discrete RUQ mass. Portal hypertension causes splenomegaly (left-sided).",Medium,No,2026-03-18
PB_005,Gastroenterology,Pancreatic and Biliary,SBA,"A 38-year-old man with a history of heavy alcohol use presents with a 6-month history of recurrent epigastric pain, steatorrhoea, and weight loss. A CT abdomen shows pancreatic calcifications and ductal dilatation. His HbA1c is 58 mmol/mol. What is the most appropriate treatment for his steatorrhoea?",Bile acid sequestrants (cholestyramine),Loperamide to reduce stool frequency,Pancreatic enzyme replacement therapy (PERT) with meals,Proton pump inhibitor monotherapy,Strict low-fat diet alone without enzyme supplementation,,,,,C,"This patient has chronic pancreatitis (alcohol-related) with pancreatic exocrine insufficiency causing steatorrhoea (fatty, foul-smelling stools due to fat malabsorption) and endocrine insufficiency (secondary diabetes — HbA1c 58). The pancreatic calcifications and ductal dilatation on CT are characteristic. NICE NG104 recommends pancreatic enzyme replacement therapy (PERT — e.g., Creon) for patients with pancreatic exocrine insufficiency. PERT capsules contain lipase, amylase, and protease and must be taken with meals and snacks to aid fat digestion. The dose is titrated according to symptoms and stool fat content. A PPI may be added if PERT alone is insufficient, as gastric acid can inactivate the enzymes — but PPI alone does not treat steatorrhoea. Loperamide reduces stool frequency but does not address the underlying malabsorption. Bile acid sequestrants treat bile acid malabsorption, not pancreatic exocrine insufficiency. A low-fat diet alone is insufficient — patients need PERT to absorb fat-soluble vitamins (A, D, E, K).",Medium,No,2026-03-18
PB_006,Gastroenterology,Pancreatic and Biliary,SBA,"A 45-year-old woman is admitted with acute pancreatitis secondary to gallstones. She is managed with IV fluids, analgesia, and nil by mouth initially. Her symptoms improve over 48 hours and she begins eating. According to NICE NG104, when should cholecystectomy be performed to prevent recurrence?",Cholecystectomy should be performed during the same admission or within 2 weeks,Cholecystectomy should be performed at 3 months to allow inflammation to settle,Cholecystectomy should be performed at 6 months,Cholecystectomy is not indicated after a single episode of gallstone pancreatitis,ERCP with sphincterotomy alone is sufficient — cholecystectomy is not needed,,,,,A,"NICE NG104 recommends that patients with gallstone pancreatitis should have cholecystectomy during the same admission or within 2 weeks of the acute episode. This is because the risk of recurrent gallstone pancreatitis is highest in the early weeks after the index episode (up to 25-30% within 6 weeks if untreated). Delaying surgery to 3 or 6 months exposes the patient to an unacceptable risk of recurrence, which may be more severe. If the patient is too unwell for surgery during the index admission, it should be performed as soon as possible after recovery. ERCP is indicated if there are bile duct stones (suggested by a dilated CBD or deranged LFTs) but does not replace cholecystectomy — the gallbladder remains the source of stones. This is one of the most important updates in recent NICE guidance and a commonly tested point.",Medium,No,2026-03-18
PB_007,Gastroenterology,Pancreatic and Biliary,SBA,"A 70-year-old man presents to his GP with a 4-week history of progressive painless jaundice, 6 kg weight loss, and new-onset back pain. He has a 40-pack-year smoking history and type 2 diabetes diagnosed 6 months ago. Blood tests show an obstructive LFT pattern. A CT abdomen with pancreatic protocol shows a 3.5 cm mass in the body of the pancreas with encasement of the superior mesenteric artery. What is the most appropriate next step?",Attempted surgical resection (Whipple procedure) as this offers the only chance of cure,Endoscopic ultrasound-guided biopsy for tissue diagnosis and MDT discussion,Immediate palliative care referral without further investigation,Start empirical chemotherapy based on the CT findings,Trial of pancreatic enzyme replacement to see if symptoms improve,,,,,B,"The CT findings of a pancreatic body mass encasing the superior mesenteric artery (SMA) indicate locally advanced, borderline unresectable or unresectable pancreatic cancer. Arterial encasement (SMA, coeliac axis, or hepatic artery) is a criterion for borderline or locally advanced disease that precludes upfront surgical resection. The next step is tissue diagnosis via endoscopic ultrasound (EUS)-guided fine needle aspiration/biopsy, followed by multidisciplinary team (MDT) discussion to determine the best management plan (neoadjuvant chemotherapy, palliative chemotherapy, or best supportive care). A Whipple procedure (pancreaticoduodenectomy) is only possible for resectable tumours without major vascular involvement — and is typically for pancreatic head lesions. Starting chemotherapy without histological confirmation is inappropriate. Immediate palliative care without tissue diagnosis would miss the opportunity for oncological treatment that may extend survival. PERT addresses exocrine insufficiency but does not treat the cancer.",Hard,No,2026-03-18
PB_008,Gastroenterology,Pancreatic and Biliary,SBA,"A 50-year-old woman presents to the emergency department with right upper quadrant pain, nausea, and vomiting for 18 hours. She has a temperature of 38.2°C and is tender in the right upper quadrant with a positive Murphy sign. Blood tests show WCC 15.8 × 10⁹/L and CRP 120 mg/L. Bilirubin and liver enzymes are normal. An abdominal ultrasound shows a thick-walled gallbladder with pericholecystic fluid and gallstones, with a normal common bile duct diameter. What is the most appropriate management according to NICE NG104?",Discharge with oral antibiotics and outpatient surgical review in 6 weeks,ERCP within 24 hours to exclude bile duct stones,IV antibiotics and early laparoscopic cholecystectomy within 1 week of presentation,IV antibiotics alone and delayed cholecystectomy at 6-8 weeks,Percutaneous cholecystostomy as first-line treatment,,,,,C,"This patient has acute cholecystitis: RUQ pain, fever, positive Murphy sign (inspiratory arrest on palpation of the RUQ), raised inflammatory markers, and ultrasound findings of a thick-walled gallbladder with pericholecystic fluid and stones. NICE NG104 recommends early laparoscopic cholecystectomy (within 1 week of presentation, ideally within 72 hours) for acute cholecystitis, alongside IV antibiotics. Early surgery has been shown to be safe and reduces total hospital stay, complications, and the risk of recurrent episodes compared with delayed surgery. The traditional approach of 'cool down' with antibiotics and delayed cholecystectomy at 6-8 weeks is no longer recommended by NICE due to the high rate of readmission with recurrent symptoms during the waiting period. ERCP is not indicated as the LFTs are normal and the CBD is not dilated (no evidence of duct stones). Percutaneous cholecystostomy is reserved for patients who are too unwell for surgery. Discharge on oral antibiotics alone is inappropriate for acute cholecystitis.",Medium,No,2026-03-18
NUT_001,Gastroenterology,Nutrition and Other,SBA,"A 72-year-old man is admitted to hospital following a fall. He weighs 52 kg and is 1.75 m tall (BMI 17 kg/m²). He has eaten very little for the past 10 days due to poor appetite. The nursing staff initiate nasogastric feeding at full target rate. On day 2, he develops confusion, peripheral oedema, and an irregular heart rhythm. Blood tests show: phosphate 0.35 mmol/L (normal 0.8-1.5), potassium 2.8 mmol/L, magnesium 0.4 mmol/L. What is the most likely diagnosis?",Acute heart failure secondary to fluid overload,Hospital-acquired pneumonia with sepsis,Refeeding syndrome,Stroke causing acute confusion,Vitamin B12 deficiency neuropathy,,,,,C,"This is a classic presentation of refeeding syndrome. The patient has multiple risk factors: BMI <18.5, prolonged poor oral intake (>10 days), and is elderly. Refeeding syndrome occurs when malnourished patients are fed too aggressively after a period of starvation. During starvation, the body shifts to fat and protein metabolism. When carbohydrate feeding resumes, insulin secretion surges, driving glucose and electrolytes (phosphate, potassium, magnesium) into cells. This causes profound hypophosphataemia (the hallmark biochemical feature), hypokalaemia, and hypomagnesaemia. Complications include cardiac arrhythmias, heart failure, respiratory failure, seizures, rhabdomyolysis, and death. NICE CG32 identifies high-risk patients and recommends: (1) starting feeding at no more than 10 kcal/kg/day (or 5 kcal/kg/day if BMI <14 or negligible intake >15 days), (2) supplementing thiamine, vitamin B complex, and a balanced multivitamin/trace element before feeding, (3) replacing phosphate, potassium, and magnesium before and during feeding, and (4) slowly increasing feeding over 4-7 days. This patient was fed at full rate without electrolyte monitoring or supplementation — a dangerous error.",Medium,Yes,2026-03-18
NUT_002,Gastroenterology,Nutrition and Other,SBA,"A 58-year-old woman is admitted to the surgical ward for an elective hip replacement. As part of the admission process, the nurse calculates her Malnutrition Universal Screening Tool (MUST) score. She weighs 60 kg and is 1.62 m tall (BMI 22.9 kg/m²). She has had no unplanned weight loss in the past 3-6 months and is expected to eat normally after surgery. What is her MUST score and what action is required?",MUST score 0 (low risk) — routine clinical care and repeat screening weekly in hospital,MUST score 1 (medium risk) — observe dietary intake for 3 days,MUST score 2 (high risk) — refer to dietitian urgently,MUST score 3 — start parenteral nutrition,The MUST tool is not applicable to surgical patients,,,,,A,"The MUST (Malnutrition Universal Screening Tool) is a five-step screening tool recommended by NICE and BAPEN for all hospital admissions and community care contacts. It uses three criteria: (1) BMI score — BMI >20 scores 0, 18.5-20 scores 1, <18.5 scores 2; (2) Unplanned weight loss in past 3-6 months — <5% scores 0, 5-10% scores 1, >10% scores 2; (3) Acute disease effect — if the patient is acutely ill AND has had or is likely to have no nutritional intake for >5 days, add 2. This patient scores: BMI 22.9 = 0, no weight loss = 0, expected to eat normally = 0. Total MUST score = 0 (low risk). Action: routine clinical care with repeat screening weekly (inpatients) or monthly (community) or at each outpatient appointment. A score of 1 = medium risk (observe), ≥2 = high risk (treat — refer to dietitian, set dietary goals, consider oral nutritional supplements).",Easy,No,2026-03-18
NUT_003,Gastroenterology,Nutrition and Other,SBA,"A 35-year-old woman presents to her GP with fatigue, recurrent mouth ulcers, and a smooth sore tongue. She follows a strict vegan diet and takes no supplements. Blood tests show: Hb 95 g/L (normal 120-150), MCV 108 fL (normal 80-100), WCC and platelets normal, serum B12 45 ng/L (normal 200-900), folate 8.2 μg/L (normal >3), ferritin 85 μg/L. What is the most likely cause of her anaemia?",Coeliac disease causing malabsorption,Folate deficiency from inadequate dietary intake,Iron deficiency masked by a normal ferritin,Pernicious anaemia with anti-intrinsic factor antibodies,Vitamin B12 deficiency due to inadequate dietary intake,,,,,E,"This patient has a macrocytic anaemia (MCV 108) with a very low serum B12 (45 ng/L) and normal folate and ferritin. She follows a strict vegan diet with no supplements. Vitamin B12 is found almost exclusively in animal-derived foods (meat, fish, eggs, dairy). Vegans who do not supplement are at high risk of B12 deficiency, which causes megaloblastic anaemia, glossitis (smooth sore tongue), and mouth ulcers. Neurological complications (subacute combined degeneration of the cord — peripheral neuropathy, ataxia, dorsal column signs) can develop if untreated. Treatment is with oral cyanocobalamin (high-dose 1-2 mg daily) or intramuscular hydroxocobalamin injections. Pernicious anaemia (autoimmune destruction of parietal cells/intrinsic factor) is an important differential but would be unusual at 35 in someone with a clear dietary explanation. Anti-intrinsic factor antibodies should be checked if the dietary history does not explain the deficiency or if she fails to respond to oral replacement. Folate is normal. Ferritin is normal, excluding iron deficiency.",Easy,No,2026-03-18
NUT_004,Gastroenterology,Nutrition and Other,SBA,"A 45-year-old man is admitted to the ICU following emergency surgery for a perforated duodenal ulcer. Post-operatively, he develops a prolonged ileus and is unable to tolerate oral or nasogastric feeding for 10 days. He is losing weight and becoming increasingly malnourished. What is the most appropriate nutritional support?",Continue IV fluids with dextrose and wait for gut function to return,Nasojejunal tube feeding to bypass the stomach,Peripheral intravenous feeding via a short cannula,Total parenteral nutrition (TPN) via a central venous catheter,There is no indication for nutritional support — most patients tolerate short periods without feeding,,,,,D,"When the gastrointestinal tract is non-functional (prolonged ileus, short bowel, high-output fistula, complete bowel obstruction) and enteral feeding is not possible for an extended period, total parenteral nutrition (TPN) is indicated. TPN provides complete nutrition (carbohydrates, amino acids, lipids, electrolytes, vitamins, and trace elements) delivered via a dedicated lumen of a central venous catheter (e.g., PICC line or tunnelled central line). NICE CG32 recommends that nutritional support should be considered for anyone who has eaten little or nothing for more than 5 days, or is expected to eat little or nothing for the next 5 or more days. This patient has been unable to eat for 10 days and is losing weight. IV dextrose alone provides inadequate calories and no protein. Nasojejunal feeding would still require some gut function. Peripheral parenteral nutrition can be used short-term but is limited by osmolality and vein tolerance. TPN requires careful monitoring of blood glucose, electrolytes, and liver function, and carries risks including line infection, metabolic complications, and refeeding syndrome.",Medium,No,2026-03-18
NUT_005,Gastroenterology,Nutrition and Other,SBA,"A 78-year-old woman in a care home has a BMI of 16 kg/m² and has been eating poorly for 3 weeks. She is identified as high risk on MUST screening. Which of the following electrolytes should be checked and supplemented BEFORE refeeding is commenced?",Calcium and vitamin D only,Chloride and bicarbonate,Phosphate potassium and magnesium — and thiamine should be given prophylactically,Serum iron and transferrin saturation,Sodium and glucose only,,,,,C,"Before commencing refeeding in a malnourished patient, NICE CG32 recommends checking and correcting phosphate, potassium, and magnesium levels, and giving prophylactic thiamine (vitamin B1) supplementation. During refeeding, the insulin surge drives phosphate, potassium, and magnesium intracellularly, causing potentially fatal drops in serum levels. Thiamine is an essential cofactor in carbohydrate metabolism — as glucose intake increases, thiamine demand rises sharply. Deficiency can precipitate Wernicke encephalopathy (confusion, ataxia, ophthalmoplegia). Thiamine should be given BEFORE the first feed and continued for at least 10 days. NICE also recommends a balanced multivitamin/trace element supplement and starting feeding slowly (10 kcal/kg/day for high-risk patients). Calcium and vitamin D are important but are not the critical electrolytes in refeeding syndrome. Sodium, chloride, and bicarbonate disturbances are not the hallmark of refeeding. Iron replacement is relevant for iron deficiency but not for refeeding prevention.",Medium,No,2026-03-18
NUT_006,Gastroenterology,Nutrition and Other,SBA,"A 55-year-old woman with a BMI of 42 kg/m² is reviewed by her GP. She has tried lifestyle modifications, orlistat, and a specialist weight management programme but her BMI remains above 40 kg/m² and she has developed type 2 diabetes, obstructive sleep apnoea, and knee osteoarthritis. According to NICE CG189, what is the most appropriate next step in her management?",Continue orlistat at double the standard dose,Prescribe very low-calorie diet (VLCD) indefinitely,Refer for bariatric surgery assessment,Start metformin for weight loss even without diabetes,There are no further options — continue lifestyle modifications,,,,,C,"NICE CG189 recommends considering referral for bariatric surgery assessment for adults with: (1) BMI ≥40 kg/m², or (2) BMI 35-40 kg/m² with a significant obesity-related comorbidity that could be improved by weight loss (e.g., type 2 diabetes, OSA, cardiovascular disease), provided they have tried all appropriate non-surgical measures without achieving clinically beneficial weight loss. This patient meets criteria on multiple counts. Bariatric surgery (e.g., gastric bypass, sleeve gastrectomy) is the most effective intervention for sustained weight loss and can induce remission of type 2 diabetes. NICE also suggests expedited assessment for patients with BMI ≥35 and recent-onset T2DM (within 10 years). Orlistat has a maximum dose of 120 mg TDS and doubling is not standard practice. VLCDs are used as short-term interventions, not indefinitely. Metformin is for diabetes management, not a licensed weight-loss medication.",Medium,No,2026-03-18
NUT_007,Gastroenterology,Nutrition and Other,SBA,"A 30-year-old woman presents to her GP with fatigue, weight loss, and iron deficiency anaemia that has not responded to oral iron supplementation. She also reports intermittent bloating and loose stools. Tissue transglutaminase (tTG) antibodies are strongly positive. What is the next step to confirm the diagnosis?",Commence a gluten-free diet as a therapeutic trial,Duodenal biopsy via upper GI endoscopy while still on a gluten-containing diet,HLA-DQ2/DQ8 genetic testing to confirm coeliac disease,Repeat tTG antibodies in 3 months to confirm they remain elevated,Stool calprotectin to exclude inflammatory bowel disease,,,,,B,"A strongly positive tTG IgA antibody result is highly suggestive of coeliac disease, but in adults, NICE NG20 recommends confirmatory duodenal biopsy via upper GI endoscopy. Crucially, the patient must remain on a gluten-containing diet at the time of biopsy — if gluten has been removed, the histological changes (villous atrophy, crypt hyperplasia, intraepithelial lymphocytosis — Marsh classification) may have resolved, leading to a false-negative result. NICE recommends eating gluten in more than one meal per day for at least 6 weeks before investigation. Commencing a gluten-free diet before biopsy would be premature and could compromise the diagnostic pathway. HLA-DQ2/DQ8 testing has a high negative predictive value (useful for excluding coeliac disease) but a positive result does not confirm it (30% of the general population carry these alleles). Repeating serology delays diagnosis. Stool calprotectin is used for IBD, not coeliac disease. Note: in children with tTG >10× ULN and positive EMA, a no-biopsy pathway exists — but this does not apply to adults.",Medium,No,2026-03-18
