"Question_ID","Subject","Topic","Question_Type","Question","Option_A","Option_B","Option_C","Option_D","Option_E","Option_F","Option_G","Option_H","Correct_Answer","Explanation","Difficulty","LNA","Date_Added"
"RU_025","Renal / Urology","Electrolyte Disturbances","SBA","A 62-year-old woman with a history of thyroidectomy presents with perioral tingling, carpopedal spasm, and a positive Chvostek sign. Blood tests show: corrected calcium 1.65 mmol/L (low), phosphate 1.9 mmol/L (high), magnesium 0.6 mmol/L (low), PTH 0.8 pmol/L (very low). What is the most likely diagnosis?","Hungry bone syndrome post-thyroidectomy","Hypoparathyroidism secondary to inadvertent removal or damage of the parathyroid glands during thyroidectomy","Pseudohypoparathyroidism — PTH resistance","Vitamin D deficiency","Vitamin D-dependent rickets type 1","","","","B","This is hypoparathyroidism — the most common cause is inadvertent damage to or removal of the parathyroid glands during thyroid or parathyroid surgery. The biochemical pattern: LOW calcium, HIGH phosphate, LOW/absent PTH = hypoparathyroidism. PTH normally: (1) Increases calcium reabsorption from kidneys. (2) Stimulates osteoclastic bone resorption (releases calcium). (3) Stimulates 1-alpha hydroxylase (active vitamin D production → increases gut calcium absorption). (4) Decreases phosphate reabsorption (phosphaturic). Without PTH: calcium falls, phosphate rises. Clinical features of hypocalcaemia: (1) NEUROMUSCULAR excitability: paraesthesia (perioral, fingers, toes), muscle cramps, carpopedal spasm (Trousseau sign — BP cuff inflation induces hand spasm), Chvostek sign (tapping over facial nerve causes ipsilateral facial muscle twitch). (2) Severe: laryngospasm, seizures, QT prolongation on ECG (risk of arrhythmias). Emergency management of symptomatic hypocalcaemia: 10 mL 10% CALCIUM GLUCONATE IV over 10 minutes with cardiac monitoring (can be repeated or followed by infusion). Also check and replace MAGNESIUM — hypomagnesaemia impairs PTH secretion and causes PTH resistance, making hypocalcaemia refractory to treatment until magnesium is corrected. Long-term management: oral calcium supplements + alfacalcidol (active vitamin D analogue). Pseudohypoparathyroidism has LOW calcium but HIGH PTH (PTH resistance — end-organ insensitivity).","Medium","No","2026-03-18"
"RU_026","Renal / Urology","Electrolyte Disturbances","SBA","A 58-year-old woman with primary hyperparathyroidism is found to have a corrected calcium of 3.2 mmol/L. She presents with polyuria, polydipsia, constipation, abdominal pain, and confusion. Her ECG shows a shortened QT interval. What is the most important initial management?","Emergency parathyroidectomy within 1 hour","IV furosemide 80 mg as the first-line treatment","IV normal saline rehydration (3-4 litres over 24 hours) — aggressive fluid resuscitation is the cornerstone of acute hypercalcaemia management","Oral bisphosphonate and discharge","Oral prednisolone 40 mg daily","","","","C","This is symptomatic hypercalcaemia — a medical emergency when calcium >3.0 mmol/L or symptomatic at any level. Symptoms of hypercalcaemia (mnemonic: 'stones, bones, groans, and psychic moans'): Stones (renal calculi, nephrocalcinosis), Bones (bone pain, osteoporosis), Groans (abdominal pain, constipation, nausea, pancreatitis), Psychic moans (confusion, depression, fatigue, psychosis). Plus: polyuria and polydipsia (nephrogenic diabetes insipidus — calcium impairs aquaporin function), shortened QT interval on ECG. Management of acute hypercalcaemia: STEP 1: IV 0.9% NORMAL SALINE — aggressive rehydration (3-4 L in first 24 hours). This is the MOST IMPORTANT initial step. Hypercalcaemia causes renal water loss (nephrogenic DI) leading to dehydration, which further concentrates calcium. Rehydration restores renal calcium excretion. STEP 2: IV BISPHOSPHONATE — zoledronic acid 4 mg IV (single dose) or pamidronate 60-90 mg IV. Takes 2-4 days to work. Inhibits osteoclastic bone resorption. STEP 3: Consider IV furosemide ONLY if fluid-overloaded — historically used to promote calciuresis but NOT routine first-line (can worsen dehydration if given before adequate rehydration). Other options: calcitonin (rapid but transient effect), denosumab (if bisphosphonate-refractory), steroids (for sarcoidosis, myeloma, lymphoma — granulomatous disease with excess 1,25-vitamin D production). Definitive treatment of primary hyperparathyroidism: parathyroidectomy (planned, not emergency).","Easy","No","2026-03-18"
"RU_027","Renal / Urology","Electrolyte Disturbances","SBA","A 70-year-old man is admitted with AKI and his potassium is 6.9 mmol/L. An ECG is performed. Which of the following ECG changes is the EARLIEST sign of hyperkalaemia?","Absent P waves","Broad QRS complexes","Peaked (tall, tented) T waves","Sine wave pattern","ST segment depression","","","","C","The ECG changes of hyperkalaemia follow a characteristic progression with rising potassium: (1) K⁺ 5.5-6.5 mmol/L: PEAKED (TALL, TENTED) T WAVES — this is the EARLIEST ECG sign. The T waves become symmetrically tall and narrow ('tenting'). (2) K⁺ 6.5-7.5 mmol/L: prolonged PR interval → flattened or absent P waves → widened QRS complex. (3) K⁺ 7.5-8.0 mmol/L: further QRS widening → the QRS merges with T waves → SINE WAVE pattern (a pre-arrest rhythm). (4) K⁺ >8.0 mmol/L: ventricular fibrillation, asystole, death. IMPORTANT: the correlation between potassium level and ECG changes is not always linear — some patients develop life-threatening arrhythmias at lower levels, especially if the rate of rise is rapid or there is co-existing cardiac disease. Any ECG change with hyperkalaemia warrants EMERGENCY TREATMENT. The ECG should be obtained IMMEDIATELY when hyperkalaemia is identified. Calcium gluconate (10 mL of 10% IV) protects the myocardium by stabilising the cardiac membrane potential — it does NOT reduce potassium but buys time. Always treat ECG changes BEFORE waiting for repeat blood tests. Also check for pseudohyperkalaemia: haemolysed sample (most common artefact), prolonged tourniquet use, high platelet/WCC count (potassium released from cells during clotting).","Easy","No","2026-03-18"
"RU_028","Renal / Urology","Electrolyte Disturbances","SBA","A 30-year-old woman on long-term omeprazole for gastro-oesophageal reflux disease presents with muscle weakness, tremor, and cardiac palpitations. Blood tests show: magnesium 0.45 mmol/L (very low), calcium 2.0 mmol/L (low-normal), potassium 3.0 mmol/L (low). Her ECG shows prolonged QT interval. What is the most likely cause of her hypomagnesaemia?","Conn syndrome (primary hyperaldosteronism)","Gitelman syndrome","Long-term proton pump inhibitor (PPI) use — an increasingly recognised cause of hypomagnesaemia","Malnutrition from anorexia nervosa","Primary hyperparathyroidism","","","","C","PPI-induced hypomagnesaemia is an important and increasingly recognised adverse effect of long-term PPI use (typically after >3 months, but more common after >1 year). MHRA issued a safety alert about this association. Mechanism: PPIs impair intestinal magnesium absorption via the TRPM6 transporter in the colon. Key clinical features of hypomagnesaemia: (1) Neuromuscular: tremor, muscle weakness, cramps, tetany, seizures. (2) Cardiac: arrhythmias, PROLONGED QT interval (risk of torsades de pointes). (3) REFRACTORY HYPOKALAEMIA — magnesium is required for the Na⁺/K⁺-ATPase pump. Hypokalaemia will NOT correct until magnesium is repleted. (4) REFRACTORY HYPOCALCAEMIA — magnesium is needed for PTH secretion and PTH action. Important PPI side effects to know: (1) Hypomagnesaemia. (2) Increased fracture risk (impaired calcium absorption). (3) C. difficile infection (reduced gastric acid barrier). (4) Community-acquired pneumonia. (5) Vitamin B12 deficiency (long-term). (6) Acute interstitial nephritis. (7) Rebound acid hypersecretion on withdrawal. Management: (1) Stop or reduce PPI if possible. (2) IV magnesium replacement if symptomatic (8 mmol MgSO₄ IV over 15-30 minutes). (3) Oral magnesium supplementation if mild. (4) Replace potassium and calcium concurrently. NICE recommends reviewing PPI indication regularly and using the lowest effective dose for the shortest duration.","Hard","No","2026-03-18"
"RU_029","Renal / Urology","Electrolyte Disturbances","SBA","A foundation doctor is managing a patient with diabetic ketoacidosis (DKA). The initial potassium is 5.5 mmol/L. After 2 hours of insulin and IV fluid therapy, the potassium drops to 3.2 mmol/L. Why does potassium fall during DKA treatment, and what is the risk?","Insulin drives potassium INTO cells — total body potassium in DKA is actually DEPLETED despite initially normal/high serum levels, and replacement must be given to prevent life-threatening hypokalaemia","Insulin has no effect on potassium — the fall is coincidental","Potassium falls because the kidneys excrete more during alkalosis only","The fall in potassium is clinically insignificant and does not need treatment","The potassium drop is due to haemodilution from IV fluids alone","","","","A","In DKA, potassium handling is critically important and frequently tested. The paradox: serum potassium may be NORMAL or HIGH at presentation despite the patient being profoundly TOTAL BODY potassium-DEPLETED. Mechanism: (1) In DKA, insulin deficiency and acidosis cause potassium to shift OUT of cells into the extracellular space (H⁺ moves into cells in exchange for K⁺ moving out). (2) Simultaneously, osmotic diuresis from hyperglycaemia causes massive renal potassium losses — total body potassium stores are depleted by 3-5 mmol/kg. (3) When insulin treatment is started: insulin drives potassium BACK INTO cells (via Na⁺/K⁺-ATPase stimulation). Correction of acidosis also shifts K⁺ intracellularly. Serum potassium can fall rapidly and dangerously. NICE and JBDS DKA guidelines: (1) DO NOT start insulin if K⁺ <3.5 mmol/L — correct potassium FIRST. (2) Replace potassium in EVERY bag of IV fluids (typically 40 mmol KCl per litre). (3) Target potassium 4.0-5.5 mmol/L during DKA treatment. (4) Monitor potassium HOURLY during DKA management. (5) If initial K⁺ >5.5: do not add KCl to first bag but recheck in 1 hour. Hypokalaemia during DKA treatment can cause fatal cardiac arrhythmias — it is one of the most common preventable causes of death in DKA.","Medium","No","2026-03-18"
"RU_030","Renal / Urology","Urological Conditions","SBA","A 65-year-old man presents to his GP with a single episode of painless visible (frank) haematuria. He is a lifelong smoker. He has no dysuria, frequency, or loin pain. Urine dipstick confirms blood 3+, and MSU culture shows no bacterial growth. According to NICE NG12 (suspected cancer), what is the most appropriate referral?","2-week wait urgent cancer referral for investigation of urological malignancy — visible haematuria in patients ≥45 years requires urgent investigation to exclude bladder and renal cancer","No referral needed — a single episode of haematuria is normal in smokers","Reassure and repeat dipstick in 3 months","Routine urology referral within 6 months","Start empirical antibiotics for a presumed UTI despite negative culture","","","","A","NICE NG12 (suspected cancer — recognition and referral) recommends a 2-WEEK WAIT urgent referral for urological cancer investigation if: (1) VISIBLE (frank/macroscopic) haematuria in patients aged ≥45 years — even a SINGLE episode. (2) VISIBLE haematuria with dysuria in patients aged ≥60 years. (3) NON-VISIBLE (microscopic) haematuria in patients aged ≥60 with either dysuria or raised WCC on blood test. Visible haematuria is the most common presenting symptom of BLADDER CANCER (~80% of bladder cancers present with painless haematuria). Risk factors for bladder cancer: SMOKING (most important — 3-4x risk), occupational exposure to aromatic amines (dye, rubber, leather workers), male sex, increasing age, cyclophosphamide use, chronic cystitis/schistosomiasis. Investigation of haematuria: (1) Urine culture (exclude UTI). (2) Flexible CYSTOSCOPY — direct visualisation of the bladder (gold standard for detecting bladder cancer). (3) CT urogram — evaluates upper tracts (kidneys, ureters) for renal cell carcinoma or upper tract TCC. (4) Bloods: FBC, U&Es, PSA (in men). (5) Urine cytology (low sensitivity but may detect high-grade TCC). Non-visible haematuria in younger patients or without cancer risk factors: investigate with renal function, BP check, ACR (to exclude glomerular disease), and consider nephrology referral if proteinuria or renal impairment.","Medium","Yes","2026-03-18"
"RU_031","Renal / Urology","Urological Conditions","SBA","A 35-year-old man presents to the emergency department with sudden onset of severe left-sided colicky loin pain radiating to the groin, associated with nausea and vomiting. He is unable to keep still and is constantly moving around. Urine dipstick shows blood 2+. What is the most likely diagnosis and the recommended first-line imaging?","Acute appendicitis — CT abdomen-pelvis with contrast","Renal cell carcinoma — MRI kidney","Ruptured abdominal aortic aneurysm — CT angiogram","Testicular torsion — Doppler ultrasound","Ureteric colic (kidney stone) — non-contrast CT KUB (CT-kidneys, ureters, bladder) is the gold standard investigation","","","","E","This is ureteric colic (renal/ureteric calculus). Key features: (1) COLICKY pain — severe, spasmodic, comes in waves. (2) Loin-to-groin radiation (follows the path of the ureter). (3) Patient CANNOT keep still — rolling around in agony (unlike peritonitis where patients lie still). (4) Nausea and vomiting. (5) Haematuria on dipstick (present in ~85%). Investigation: NON-CONTRAST CT KUB (CT-kidneys, ureters, bladder) is the GOLD STANDARD — sensitivity >95% for detecting stones. It is non-contrast because most stones are radio-opaque on CT (except indinavir stones — rare). Ultrasound can be used first-line in pregnancy and children. Types of kidney stones: (1) Calcium oxalate (most common, ~80%) — radio-opaque on X-ray. (2) Calcium phosphate (~10%). (3) Uric acid (~5-10%) — radiolucent on X-ray (but visible on CT). (4) Struvite/magnesium ammonium phosphate ('staghorn' stones) — associated with urease-producing bacteria (Proteus). (5) Cystine (~1%) — associated with cystinuria. Acute management: (1) ANALGESIA — IM/IV diclofenac 75 mg (NSAID is FIRST-LINE — more effective than opioids for renal colic) or IV paracetamol. (2) Anti-emetic. (3) Alpha-blocker (tamsulosin) — medical expulsive therapy for stones 5-10 mm in the distal ureter. (4) Most stones <5 mm pass spontaneously. (5) Intervention (ureteroscopy, shockwave lithotripsy, PCNL) for stones >10 mm, persistent obstruction, infection, or failed conservative management.","Easy","No","2026-03-18"
"RU_032","Renal / Urology","Urological Conditions","SBA","A 72-year-old man presents with urinary hesitancy, poor stream, terminal dribbling, nocturia (×4), and a sensation of incomplete bladder emptying. Digital rectal examination reveals a smoothly enlarged, non-tender prostate with no hard nodules. His PSA is 3.2 ng/mL (normal for age). What is the most likely diagnosis and the first-line medical treatment?","Benign prostatic hyperplasia — first-line: alpha-1 adrenoceptor blocker (e.g., tamsulosin) which relaxes smooth muscle in the prostate and bladder neck","Chronic bacterial prostatitis — first-line: 4-week course of ciprofloxacin","Overactive bladder syndrome — first-line: oxybutynin","Prostate cancer — urgent 2-week wait referral","Urethral stricture — first-line: urethral dilatation","","","","A","This is benign prostatic hyperplasia (BPH) — the most common cause of lower urinary tract symptoms (LUTS) in older men. BPH is a non-malignant enlargement of the prostate gland causing bladder outflow obstruction. Symptoms are classified as: STORAGE (irritative): frequency, urgency, nocturia, urge incontinence. VOIDING (obstructive): hesitancy, poor stream, straining, intermittent stream, terminal dribbling, incomplete emptying. NICE NG131 (LUTS in men) recommends: FIRST-LINE: (1) ALPHA-1 ADRENOCEPTOR BLOCKER — tamsulosin 400 mcg OD or alfuzosin 10 mg OD. Mechanism: relaxes smooth muscle in the prostate capsule, prostatic urethra, and bladder neck. Rapid onset (days). Side effects: postural hypotension, dizziness, retrograde ejaculation, intraoperative floppy iris syndrome (inform ophthalmologist before cataract surgery). SECOND-LINE or COMBINATION: (2) 5-ALPHA REDUCTASE INHIBITOR — finasteride 5 mg OD or dutasteride 0.5 mg OD. Mechanism: blocks conversion of testosterone to dihydrotestosterone (DHT), shrinks the prostate over 3-6 months. Used for prostates >30g. Side effects: sexual dysfunction, reduced PSA by ~50% (important — double the PSA value for interpretation). (3) Combination therapy (alpha-blocker + 5-ARI) for moderate-to-severe LUTS with large prostate. Surgical options: TURP (transurethral resection of prostate), HoLEP (holmium laser enucleation) — for failed medical therapy or complications (recurrent retention, renal impairment, recurrent UTIs, bladder stones).","Easy","No","2026-03-18"
"RU_033","Renal / Urology","Urological Conditions","SBA","A 14-year-old boy presents to the emergency department with sudden onset of severe left testicular pain that began 2 hours ago during football. The left testis is high-riding, horizontally oriented, and extremely tender. The cremasteric reflex is absent on the left. What is the diagnosis and the most critical management step?","Epididymo-orchitis — prescribe antibiotics and arrange outpatient follow-up","Hydrocele — arrange elective surgical repair","Testicular torsion — this is a surgical emergency requiring scrotal exploration and detorsion within 6 hours to save the testis","Torsion of the testicular appendage (hydatid of Morgagni) — conservative management","Varicocele — reassure and discharge","","","","C","This is TESTICULAR TORSION — a surgical emergency. The spermatic cord twists, cutting off the testicular blood supply. If not detorted within 6 HOURS, there is a >90% risk of testicular infarction and loss. Key clinical features: (1) Sudden onset severe unilateral testicular pain (often during physical activity or sleep). (2) HIGH-RIDING testis (retracted upwards). (3) HORIZONTAL LIE (normally the testis hangs vertically). (4) ABSENT cremasteric reflex (normally, stroking the inner thigh causes ipsilateral testicular retraction — absence is highly suggestive of torsion). (5) Negative Prehn sign (elevating the testis does NOT relieve pain — in epididymitis, elevation typically does relieve pain, though this is unreliable). Peak age: 12-18 years (but can occur at any age). Management: (1) IMMEDIATE surgical exploration — do NOT delay for imaging if clinical suspicion is high. Ultrasound (Doppler) may show absent blood flow but a normal scan does NOT exclude torsion. (2) If torsion confirmed: detort and FIX BOTH testes (bilateral orchidopexy — the contralateral testis is also at risk). (3) If the testis is non-viable: orchidectomy + contralateral fixation. (4) Manual detorsion can be attempted while awaiting theatre (outward rotation — 'open the book') but surgical exploration is still required. Bell-clapper deformity (abnormal horizontal lie of the testis with inadequate gubernacular attachment) predisposes to torsion and is bilateral — hence bilateral fixation is mandatory.","Medium","No","2026-03-18"
"RU_034","Renal / Urology","Urological Conditions","SBA","A 28-year-old man presents with a painless, hard, non-tender lump in his right testis that he noticed while showering. It does not transilluminate. Tumour markers show: AFP raised, beta-hCG raised, LDH raised. Ultrasound confirms a solid intratesticular mass. What is the most likely diagnosis?","Epididymal cyst","Hydrocele","Inguinal hernia descending into the scrotum","Testicular germ cell tumour (seminoma or non-seminomatous GCT)","Varicocele","","","","D","This is a testicular germ cell tumour (GCT). Testicular cancer is the most common solid malignancy in men aged 15-44 years. Key features: (1) PAINLESS hard testicular lump — the classic presentation. (2) Does NOT transilluminate (solid mass — hydroceles transilluminate). (3) Intratesticular on ultrasound (epididymal cysts are extratesticular). Tumour markers: SEMINOMA: may have raised beta-hCG (in ~20%), AFP is always NORMAL. NON-SEMINOMATOUS GCT (NSGCT — including embryonal carcinoma, yolk sac tumour, choriocarcinoma, teratoma): AFP raised (yolk sac tumour component), beta-hCG raised (choriocarcinoma component). LDH is a non-specific marker of tumour burden. This patient has BOTH AFP and beta-hCG raised → NSGCT (or mixed GCT). Investigation: (1) Testicular ultrasound (first-line). (2) Tumour markers (AFP, beta-hCG, LDH). (3) CT chest-abdomen-pelvis for staging. Treatment: (1) RADICAL INGUINAL ORCHIDECTOMY — approach is through the GROIN (not the scrotum) to avoid disrupting lymphatic drainage. (2) Surveillance, chemotherapy (BEP — bleomycin, etoposide, cisplatin), or radiotherapy depending on histology and stage. Prognosis: EXCELLENT — overall cure rate >95%. Even metastatic disease has >80% cure rate with chemotherapy. Risk factors: cryptorchidism (undescended testis — 5-10x risk), family history, previous contralateral GCT, Klinefelter syndrome.","Medium","No","2026-03-18"
"RU_035","Renal / Urology","Urological Conditions","SBA","A 75-year-old man presents with urinary retention (residual volume 900 mL), bilateral hydroureteronephrosis on ultrasound, and a creatinine of 350 μmol/L. His PSA is 85 ng/mL. DRE reveals a hard, irregular, craggy prostate with loss of the median sulcus. What is the most likely diagnosis?","Benign prostatic hyperplasia","Chronic bacterial prostatitis","Prostate cancer with obstructive uropathy","Renal cell carcinoma","Urethral stricture","","","","C","This is locally advanced prostate cancer causing bilateral obstructive uropathy with AKI. Key diagnostic features: (1) Very high PSA (85 ng/mL — PSA >100 is highly suggestive of metastatic prostate cancer). Normal PSA is age-dependent but generally <4 ng/mL. (2) HARD, IRREGULAR, CRAGGY prostate on DRE with loss of the median sulcus — classic malignant features. BPH causes a smooth, symmetrical, rubbery enlargement. (3) Bilateral hydroureteronephrosis — tumour invading/compressing both ureters. (4) Obstructive AKI (post-renal). NICE NG131 recommends 2-week wait referral if: DRE suggests malignancy, or PSA above age-specific reference range. Diagnosis: (1) Multiparametric MRI (mpMRI) prostate — first-line before biopsy (NICE NG131 update based on PROMIS trial). (2) If MRI Likert score 3-5: targeted transperineal prostate biopsy. (3) Staging: CT chest-abdomen-pelvis and bone scan (prostate cancer characteristically causes osteoBLASTIC — sclerotic — bone metastases, unlike most cancers which cause lytic lesions). Gleason score (now Grade Group system): grades tumour differentiation — higher grade = worse prognosis. Treatment: localised — active surveillance, radical prostatectomy, radiotherapy. Locally advanced/metastatic — androgen deprivation therapy (GnRH agonists — goserelin, or antagonists — degarelix), plus docetaxel chemotherapy or abiraterone/enzalutamide.","Hard","No","2026-03-18"
"RU_036","Renal / Urology","Urological Conditions","SBA","A 50-year-old woman presents with recurrent urinary tract infections (4 episodes in the past year). She has no structural urological abnormality on imaging. According to NICE NG109, what is the recommended management strategy for recurrent UTIs in women?","Continuous prophylactic antibiotics without any behavioural advice","Immediate referral for cystoscopy after the second UTI","Long-term high-dose ciprofloxacin as prophylaxis","Review behavioural and personal hygiene measures first; if recurrent UTIs persist, consider antibiotic prophylaxis (low-dose trimethoprim or nitrofurantoin at night) for 6 months, then reassess","Vaginal oestrogen cream only — antibiotics play no role","","","","D","NICE NG109 (UTI — recurrent) recommends a stepwise approach for recurrent UTIs in women (defined as ≥2 UTIs in 6 months or ≥3 in 12 months): STEP 1 — BEHAVIOURAL AND SELF-CARE ADVICE: adequate fluid intake (aim 2-3 L/day), avoid constipation, complete voiding (double voiding), post-coital voiding, wipe front to back, avoid spermicides. STEP 2 — If recurrences persist: ANTIBIOTIC PROPHYLAXIS — options: (a) Continuous low-dose prophylaxis: trimethoprim 100 mg at night OR nitrofurantoin 50-100 mg at night — for 6 MONTHS then stop and reassess. (b) Post-coital prophylaxis: single dose of trimethoprim or nitrofurantoin after sexual intercourse (if UTIs are clearly related to intercourse). (c) Self-start/standby antibiotics: patient keeps a supply and starts a 3-day course at onset of symptoms (requires reliable patient). STEP 3 — In post-menopausal women: VAGINAL OESTROGEN cream (estriol) — restores vaginal lactobacilli and reduces pH, reducing colonisation with uropathogenic E. coli. Can be used alone or in combination with other measures. (4) Investigate with renal ultrasound and consider urology referral if: haematuria, unusual organisms, suspected structural abnormality, or failure to respond to prophylaxis. Cranberry products: insufficient evidence to recommend (NICE). D-mannose: some evidence of benefit but not in NICE guidance.","Medium","No","2026-03-18"
"RU_037","Renal / Urology","Urological Conditions","SBA","A 60-year-old man presents with acute urinary retention. He is unable to pass urine and has a palpable bladder. A urinary catheter is inserted, draining 1200 mL. His blood tests are normal. He has a history of BPH but was not on any medication. According to NICE and urological guidelines, what is the most appropriate management after catheterisation?","Leave the catheter in permanently and arrange long-term catheter care","Remove the catheter immediately and observe — most patients void successfully without medication","Start tamsulosin (alpha-blocker) and arrange a trial without catheter (TWOC) in 2-3 days","Take the patient directly to theatre for emergency TURP","Trial of voiding without any alpha-blocker medication is sufficient","","","","C","Acute urinary retention (AUR) in men is most commonly caused by BPH. Management after catheterisation: (1) START an ALPHA-BLOCKER (tamsulosin 400 mcg OD) — this relaxes prostatic and bladder neck smooth muscle and significantly increases the success rate of subsequent voiding trials. Should be started BEFORE attempting catheter removal. (2) TRIAL WITHOUT CATHETER (TWOC): remove the catheter after 2-3 days of alpha-blocker therapy (to allow the drug to reach therapeutic effect). Monitor post-void residual. (3) If TWOC SUCCESSFUL: continue alpha-blocker, arrange urology outpatient follow-up, consider adding 5-ARI (finasteride) if prostate is large. (4) If TWOC FAILS: re-catheterise and arrange urology assessment for surgical intervention (TURP or alternatives). NICE recommends: (1) All men with AUR should have blood tests including creatinine (to assess for obstructive nephropathy). (2) Monitor for post-obstructive diuresis after catheterisation (especially if chronically obstructed) — may need IV fluid replacement if urine output >200 mL/hr. (3) Precipitating causes should be identified and addressed: constipation, UTI, medications (anticholinergics, opioids, sympathomimetics), post-operative (anaesthesia-related). (4) Emergency TURP is NOT indicated — surgery is planned electively after failed conservative management.","Medium","No","2026-03-18"
"RU_038","Renal / Urology","Urological Conditions","SBA","A 45-year-old man presents with a 4-week history of perineal pain, dysuria, frequency, and pain on ejaculation. He has had low-grade fevers intermittently. DRE reveals a tender, boggy prostate. Urine culture is positive for E. coli. What is the most likely diagnosis and the appropriate antibiotic duration?","Acute bacterial prostatitis — 2-4 weeks of a quinolone (e.g., ciprofloxacin) or trimethoprim that penetrates prostatic tissue","Benign prostatic hyperplasia — alpha-blocker only","Bladder cancer — urgent 2-week wait referral","Chronic non-bacterial prostatitis — no antibiotics needed","Urethritis — single-dose azithromycin","","","","A","This is acute bacterial prostatitis — infection of the prostate gland, most commonly by E. coli (Gram-negative bacteria, similar to UTI pathogens). Clinical features: (1) Perineal/suprapubic/lower back pain. (2) Dysuria, frequency, urgency. (3) Pain on ejaculation. (4) Systemic symptoms: fever, malaise, myalgia. (5) DRE: TENDER, boggy, warm, swollen prostate (perform DRE GENTLY — vigorous examination can cause bacteraemia). (6) Positive urine culture (and potentially positive blood cultures if septic). Management (NICE CKS — prostatitis): (1) ANTIBIOTICS that penetrate prostatic tissue — the prostate has a blood-prostate barrier that limits penetration of many antibiotics. Effective agents: ciprofloxacin (or other fluoroquinolones), trimethoprim, doxycycline. Beta-lactams (amoxicillin, co-amoxiclav) have POOR prostatic penetration and are less effective. (2) Duration: 2-4 WEEKS for acute bacterial prostatitis (much longer than simple UTI — 6-12 weeks for chronic bacterial prostatitis). (3) Analgesia (NSAIDs preferred). (4) Alpha-blockers may help urinary symptoms. (5) If systemically unwell (sepsis): hospital admission for IV antibiotics. Complications: prostatic abscess (suspected if failure to improve despite appropriate antibiotics — diagnosed with transrectal ultrasound or MRI), urinary retention, sepsis, chronic prostatitis.","Medium","No","2026-03-18"
"RU_039","Renal / Urology","Glomerular and Other","SBA","A 7-year-old boy presents with periorbital oedema and generalised swelling (anasarca). Urine dipstick shows protein 4+ and no blood. Blood tests show: albumin 15 g/L (very low), cholesterol 9.5 mmol/L (very high), creatinine normal. His 24-hour urine protein is 8 g (massively elevated). What is the most likely diagnosis?","Acute post-streptococcal glomerulonephritis","Henoch-Schönlein purpura nephritis","IgA nephropathy","Nephrotic syndrome — most likely minimal change disease in this age group","Rapidly progressive glomerulonephritis","","","","D","This is NEPHROTIC SYNDROME — defined by the triad: (1) Proteinuria >3.5 g/24 hours (or protein:creatinine ratio >350 mg/mmol). (2) Hypoalbuminaemia (albumin <25 g/L). (3) OEDEMA — periorbital (especially morning), peripheral, ascites, pleural effusions, anasarca. Additional features: (4) Hyperlipidaemia and lipiduria. (5) Hypercoagulability (loss of antithrombin III and other anticoagulant proteins in urine — increased VTE risk). In CHILDREN, the most common cause of nephrotic syndrome is MINIMAL CHANGE DISEASE (MCD, ~80% of childhood nephrotic syndrome). Features of MCD: (1) Peak age 2-6 years. (2) Selective proteinuria (predominantly albumin). (3) Normal complement levels. (4) Light microscopy: NORMAL (hence 'minimal change'). (5) Electron microscopy: FUSION OF PODOCYTE FOOT PROCESSES (the only abnormality). (6) Treatment: CORTICOSTEROIDS — most children respond dramatically to prednisolone (steroid-sensitive — >90%). NICE recommends NOT performing a renal biopsy in children aged 1-12 with typical nephrotic syndrome — treat empirically with steroids and biopsy only if steroid-resistant (no remission after 4-6 weeks). In ADULTS, the most common cause is membranous nephropathy (primary — anti-PLA2R antibodies, or secondary — malignancy, SLE, hepatitis B). Distinguish from NEPHRITIC syndrome: haematuria (red cell casts), hypertension, modest proteinuria, oliguria, raised creatinine.","Easy","No","2026-03-18"
"RU_040","Renal / Urology","Glomerular and Other","SBA","A 25-year-old man presents with visible haematuria that coincides with an upper respiratory tract infection. He reports similar episodes with previous colds. Blood pressure is 135/85 mmHg. Urine shows red cell casts and proteinuria (ACR 55 mg/mmol). His complement levels (C3, C4) are normal. What is the most likely diagnosis?","Acute post-streptococcal glomerulonephritis","Alport syndrome","IgA nephropathy (Berger disease)","Minimal change disease","Thin basement membrane disease","","","","C","This is IgA nephropathy (Berger disease) — the most common primary glomerulonephritis WORLDWIDE. Key features: (1) Episodic VISIBLE (macroscopic) haematuria COINCIDING with upper respiratory or GI infections — this is the hallmark ('synpharyngitic' haematuria — occurs AT THE SAME TIME as the infection, not 1-3 weeks after). (2) Between episodes: persistent microscopic haematuria ± proteinuria. (3) Red cell casts (glomerular origin of haematuria). (4) NORMAL complement levels (C3, C4) — this distinguishes IgA nephropathy from post-streptococcal GN and lupus nephritis (both consume complement). Pathophysiology: deposition of IgA immune complexes in the glomerular mesangium causing mesangial proliferation. Diagnosis: renal biopsy showing mesangial IgA deposition on immunofluorescence. Course: variable — 25% progress to ESRD over 20-25 years. Poor prognostic indicators: heavy proteinuria, hypertension, raised creatinine at diagnosis, crescentic GN on biopsy. Management: (1) ACE inhibitor/ARB for BP control and proteinuria reduction. (2) If proteinuria >1g/day despite maximal RAAS blockade: consider corticosteroids (TESTING study). (3) Fish oil supplements: limited evidence. Compare with POST-STREPTOCOCCAL GN: haematuria occurs 1-3 WEEKS AFTER streptococcal infection (latent period), LOW C3, raised ASO titre. Most common in children aged 5-12.","Medium","No","2026-03-18"
